,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
x_location.down_mean,-0.10600513889814683,-0.01956515558387169,0.03493249847192998,0.2876632224659732,0.009405075567620361,0.1732897391694549,-0.030797661351309447,-0.03038115587867758,0.1018384398952681,0.025229211627314035,0.11602402144571947,-0.17683734063347878,0.25499192548706884,0.0437760532547433,-0.16178513731381397,-0.0818250808081926,-0.14606637963590766,-0.18485423818713326,-0.14417047109514736,-0.017132730307105735,-0.09257569049577713,-0.0438781141250141,0.13309805879788014,0.027592729401491118,-0.2738531288747915,-0.08060054684468439,-0.12086286599446555,0.10348030410298209,-0.111355583704309,-0.02942935054167118,-0.005862905063285967,-0.1326059517987672,-0.11942456743245494,0.15413435136439674,-0.005452712540097385,-0.04339607418247659,0.002444461606531697,0.1647911079671645,0.04936476631397963,0.15615569779729532,0.0008376057903146897,0.04675908254432695,-0.004122050703889814,-0.16939075310329085,0.3245462262615668,0.23418343117077675,-0.14289259921703035,0.0623559848479974,0.06216928407942906,0.08102161757765651,-0.153176100489504,-0.004052180300461347,-0.3274266160322671,-0.0032053000493810066,-0.07479711857255122,0.07201970604103157,-0.027660592500761375,0.05713603231188806,-0.0514530003343265,0.0002116339123204485,0.00836883981312197,0.01962756270724596,-0.007142916344920841,-0.011110847108588022,-0.0715194944802547
y_location.down_mean,-0.11411165198837658,0.05570714694093666,0.04097720369450801,-0.12118734996315517,0.1383068954680648,0.20581453073668238,0.09830761441978664,0.06897936387248112,0.07375638327778329,-0.26148707412514893,0.20856304069015685,0.07779930350175931,0.0806350158930299,-0.18507766068000278,-0.025434035277580397,0.048164429102837636,-0.07466251063999992,-0.06300703901276107,0.2272179245093627,-0.15455712215134576,-0.18087002374679864,0.12408457921844425,-0.1107352017626077,0.03797851425266528,0.07020263410766936,0.0623427943897361,-0.052231637868016594,0.02119139370451058,0.320195229798283,-0.07469383589382551,0.06627917886883337,-0.018193611123857173,-0.11809884843268842,0.08467437859006002,-0.11931104068982669,-0.23965748840063783,-0.0852665195190485,0.27860584652961123,0.1687142972226218,-0.06408296388189114,-0.08461393631446158,-0.00438375218900881,-0.16887726045749926,-0.03585461007171714,-0.11979042872089973,0.03162136751978839,-0.02677302662663962,-0.026867878447983377,-0.000747594964841114,0.08567295265241232,-0.14180751111376658,-0.09222458797526141,0.09714126325277786,-0.029904606658146524,0.017649327368636142,-0.08008568925790047,0.03890946781546567,-0.05314510759141033,0.08263424544584198,-0.1400203404589649,0.16596756956963626,-0.1550679183018237,0.05627017498646293,-0.03597130630551653,0.22125873672960122
touch.duration_mean,0.0032718710271654183,-0.11301935729006163,0.03623617199054237,-0.07015957698830844,-0.06924779511508063,0.21336858309085832,0.2108050966783683,-0.18082102482845164,-0.10953599346090853,-0.149876324545767,0.027880866549830255,-0.0013989283453943735,0.06491365694259255,0.2812891932266366,0.06167860997600928,-0.08395388299177192,-0.021836490715854168,0.1551966065619826,-0.047217469937416635,-0.013880583472491926,-0.0034816054024193292,-0.015128297428166449,-0.0571261015149684,0.061953803095836486,-0.014251765597675704,0.13549597811421807,-0.033220620373756046,-0.1854838808142872,-0.18075796099211933,0.6037545413714147,-0.07461764113319486,-0.30963797150412636,-0.20059931104808512,-0.19345895549306322,-0.03391504058971522,-0.11527257398167945,0.0007074161741852736,0.037524946774664045,0.048520466928761816,-0.0908161940467565,-0.020791137831430245,-0.06045502865932127,0.04684588978386302,-0.05265063681256226,-0.04847063836758064,0.055258753830051674,0.04474614617496797,-0.004203861500595776,0.026895325421673884,-0.004645390306940639,-0.028444123902136464,0.03254800852061861,0.07037407431975073,-0.03335573579153607,0.04103252161171728,0.03618867465085401,-0.014696155782392197,-0.027296064250806808,0.05141110209939329,-0.026535131750365985,-0.004662630628669917,0.012475862708188144,-0.016368750785733334,0.004009304856419517,-0.005167800408333388
swipe_length_mean,-0.24791254961055395,-0.11010476598015576,0.01792635617654259,-0.07693103088714492,-0.1140618605237976,-0.09106988508311498,0.055766236990036445,-0.007593932322078031,-0.0581390566676285,0.07073925812610961,-0.014957177538037603,0.018418115776625915,0.023499273199187043,0.15066749203683152,0.0291308634866273,-0.04918551420799258,0.11832757166560257,0.022248440216351778,-0.19682381519074682,0.0016159822775828822,0.09411900663464574,-0.06615891061953899,0.09239109316522494,0.062442304598278306,-0.08300004888562698,0.007775898768280581,0.2064497329107522,0.12942464290340838,0.037652679802987095,-0.01598056762506156,-0.12421419429894842,-0.02426446325041101,-0.08601449318342697,-0.08180867851834847,-0.02514658602687627,0.14069058795779316,0.13964418360773237,-0.08991993900623177,-0.028815364988129637,-0.032454780830033156,-0.02279173012574742,0.06091299392462593,-0.20515557016411676,-0.04812830263934218,-0.029971952669139545,-0.05364125747654358,-0.05446683167403696,0.10594137260443798,-0.07835471589842397,0.03786908623567119,0.05205755242749628,-0.22241376650685815,-0.15901781656559885,0.1895169979337237,-0.05601621109479888,-0.07975170526163528,-0.00992750346955823,-0.12302310482643619,-0.2580548300531793,-0.1437929178595898,0.17779776983361997,-0.17373892010854253,0.12256509009102949,0.09430874744564982,0.49805519833514184
button_touch_x_location_mean,-0.2820099269402231,-0.04220419329478842,0.09460249864739714,0.03479024669768399,-0.043397596149100146,-0.050070148655691815,-0.0075120749659313354,0.000866069637146992,0.004291326233505505,0.023832254185989936,-0.06820128827420682,-0.060283458800879916,0.021435718405119472,0.009241331941959982,-0.04150712262260668,0.010148558640745597,0.04852381301107753,0.04710969184217079,0.0883508626994825,0.03344958971021969,0.026002334463465573,0.05507772010469321,-0.034661961306852535,0.012753892001321276,0.03932931249440105,0.05675935266710688,0.07934665727143092,-0.09453362545344202,0.08147106789409013,-0.03286774615709885,0.09271098034921334,0.014657468964191109,0.043312482085043014,-0.18225874163404168,0.1251739817785118,-0.09351764418482944,-0.011929566270168201,-0.23139292321983207,0.04091028565121123,-0.05675082180868369,0.012700087393342692,-0.1252901661263775,-0.09397952114267714,0.04723352390817127,0.30657595268051685,0.2439996491573432,0.06250813190253734,-0.3725597789275832,-0.01649048866651339,0.1806992200554536,-0.0817478830760628,0.06050776488259587,0.02477086676635723,0.14610255403895023,-0.09759449011889083,-0.10944137597133496,-0.024730395690313357,0.0426340933191272,0.2507809919189247,0.08701998550971156,-0.3001809504985014,-0.22679987376657565,0.3046327852570956,0.049567972066185725,0.008238726558369505
time_between_touches_mean,-0.017480283013889614,-0.1078817016570559,-0.0239718056124211,-0.07417508832348363,-0.08899961760495677,0.16890218727104714,0.2528700566526602,-0.2064452014345553,-0.09219981278141233,-0.08260480074380229,-0.009893300204483979,-0.019805668094853263,-0.01027282117278433,0.3057211580742331,-0.011010088885417976,-0.018868208061116103,0.09622159295207869,0.043437919805406955,-0.02339484386699521,0.1405534226817412,0.03459901447099553,0.05531174986976856,0.1304100733985927,-0.06471274399150478,0.15472210618707583,0.18619397843157098,-0.38158601663606484,0.19320648055193318,0.00013579353849364761,-0.2236280476769965,0.18541259050718,0.39416384611724176,-0.1591446120588222,-0.1059457089960914,0.14618216826799393,0.22385439006140423,-0.11189636275000855,0.18275961937448604,0.02639965697193025,0.013657456815018662,0.011744311117949694,0.08593142739369301,-0.005836703354511611,0.05869886054185004,0.016903142540304263,0.04420677326802823,0.05659036022684411,-0.022169035219242208,-0.032290204325436486,-0.004433374729071647,-0.024733728630557922,0.022078936446761354,-0.0486751288939444,-0.019409546010093166,0.04332938462495638,-0.08536312565207133,0.01019201134415845,0.007024907767706139,0.01602097178120078,-0.008067351958367388,-0.010255349940669015,-0.01853909425332556,-0.040293513259247515,0.02973106906379621,-0.04042192983117618
y_location.release_mean,-0.2631369590845588,-0.0700359969346187,0.05142109760732694,-0.1278658567975243,-0.06950263841151937,0.01810470096410305,0.0626457489274306,0.06115034591350569,0.010133459032084943,-0.10865150830676855,0.12928159971851128,0.03937746129382601,0.04529357901559927,0.032114821970674556,-0.022576872050309893,0.0738563830004723,0.0897429500062363,-0.03516878152962137,-0.08652307857676911,-0.03385170436354947,-0.018733063654532704,0.05246891845329907,-0.011535859685682444,0.05591477946502335,0.026822344830940703,0.03814544069658597,0.11075559514957178,0.10339634987785351,0.18349855211782973,-0.06802150624514848,-0.09607979408525665,0.02377236373940861,-0.1829275659344155,0.02377239653279889,-0.10694457607812602,-0.08589324530510968,0.025248831526307386,-0.06627449979618849,-0.01771093168341419,-0.1140164391458227,-0.10329530155914907,-0.006468367331123603,-0.16042068012888078,0.0044138592084182315,-0.039405966425172564,-0.10983199394399785,-0.09474847134616332,-0.03366985241956005,0.12128482538962089,0.05873000377004085,-0.042575625974047106,-0.06138143880547796,0.04887240825130096,0.10550128106141889,0.16213869516640345,0.1866458497561627,-0.06411287782100852,-0.05542930077008698,-0.3463525570101543,0.2985578797035455,-0.33787955045772916,0.27229651845042213,-0.10318141975940051,0.09740654831592882,-0.32065539984786534
difference.touch_buttonCenter_x_mean,-0.10718617731411434,0.2837103658683477,-0.0067702020086394255,-0.05111679652745921,-0.0045313487811369174,0.11234539059907767,0.06630831863738174,-0.12242213966971364,-0.024088111833048514,0.03548721313251335,-0.03467295954326702,-0.0005561789357176466,0.016795057693318516,0.006013809707051721,0.13669786253802257,0.041905492308856734,-0.04916639752548119,-0.15682384924851245,0.030677199397399157,0.11730686228567358,0.21685438227181125,0.026790054596924642,-0.09993514772542361,0.17700586675714233,-0.10354170729703505,-0.03343779893373097,-0.03363587236817338,-0.0710573073829216,-0.04576205331379041,-0.18249766093886322,0.0265495270099494,-0.038405299363834355,-0.07525872965829666,-0.054717137575708424,-0.04392881417297422,0.09834711241598232,0.00046997778759500517,-0.10356280636713658,0.07175512849534638,-0.007196182994412215,-0.14065772491103495,-0.14133398624577062,0.05218090784274125,-0.0956580692629755,0.2163842616211039,0.035444723768059176,-0.0666608860539374,-0.07754518912771158,0.12252755642007368,-0.06300098824370909,0.2568989707207004,-0.24766413524014672,0.20201703619202185,-0.17228226609630443,0.26818654707264167,0.14091547553474312,-0.2863422936611838,0.10241487239748293,0.02221745539307792,-0.20035159807529174,-0.02248684301140274,0.03175910812784038,-0.0747563515827019,-0.23603299724464305,0.11083602213644064
difference.touch_buttonCenter_y_mean,-0.1153278863722538,0.28050523991303716,0.0237126684938673,0.01108507767933714,-0.10677284314259611,0.07909018567091253,0.007765452099704653,-0.14817212424713422,-0.07295583738123745,-0.02784152235843773,-0.09853836677314717,-0.05097699222925056,-0.00802992246467854,-0.06616797707157873,0.09050403903782979,-0.02842719548895569,-0.05704981609598268,0.06407821734308211,-0.08656669740682951,-0.05996561605545013,-0.1750617859047836,0.028850822335572925,0.21685063211172576,-0.08555099072995209,0.03873221085126799,0.0452832065822495,0.06542860628321454,0.1347281780098108,0.0429918126887743,0.08710802513747226,0.09560635287504617,0.1003784602044175,-0.032302440483043586,0.05642042494143007,-0.0007919410707182386,-0.09222529578387063,0.11603124524519298,-0.15995718989517355,-0.10577126674153925,0.036004581552815135,0.05514432215043924,0.03997715791955844,0.010879423458509497,-0.06497616021275324,0.12542583350769007,0.0167553353659117,-0.08022779500341262,-0.04014969517092306,0.027663906796667245,-0.15826248794585238,-0.018973361078224747,-0.10383749345158835,0.1038877518774283,0.0412420007083876,0.08492010384933596,0.10862864558228262,0.3585261304742198,-0.13200011914735935,0.2560400195208311,0.4082214804591184,0.17476058624130972,0.13661440039280348,-0.11352177548175729,-0.16350934785233268,0.21010493257430032
touchAccuracy_mean,-0.00820615219662923,-0.07078072101388802,-0.10019067268618526,-0.1475219447623019,-0.03978859208399499,0.04292709666915656,-0.23230336095819848,-0.3043936901174731,0.3594520260483505,-0.1110639283031932,-0.03641008295922502,-0.05898710991750923,-0.025440004323453898,-0.022646697883566144,-0.04619074114935301,0.028261042277394552,0.02737941636516563,0.05457570058420894,-0.004720593398487179,0.026395900348254578,0.06907838609725611,-0.08981048079169127,0.043687264311580695,0.0111575526397397,-0.04980555699271786,0.05534351367201295,-0.031184738160859593,-0.0790363431697495,0.09750112568105511,0.05808436145426436,0.1493759516138996,0.002776348626884889,0.02848027642052426,0.0072427329736571705,0.06546257135061107,-0.04508709326000293,-0.21945416568894272,-0.11022062962832929,-0.21208517335852245,0.247493548415723,-0.25352559499525557,-0.25768418463460774,0.09925606071750645,0.14210928137711842,-0.2119324338636039,0.08775872128135101,-0.36161697128437836,-0.041459145523253166,-0.05351915146919549,-0.0742860007775012,-0.059400417635475725,-0.010631800333360118,-0.11515294474194182,0.1441185491160163,0.08095671277291445,-0.006586043372646854,-0.07118374413421802,-0.10080332429853275,-0.03723216505553033,-0.023793750920691106,0.06778829979210309,-0.020702148977996316,0.03028993242436075,0.0035413015912061085,-0.004387963999236168
touchAccuracy_x_mean,-0.0733734875301497,0.023834951392444605,0.07669725420685651,0.4143037573328902,0.04683551086625128,0.016799406328740836,-0.021866737541209283,-0.03135479277756524,0.10382241968667665,-0.1710247809031546,0.01903065536937245,0.06176542600701725,-0.22049776923112496,0.07628387287733379,-0.024686114113408975,0.05391653322712761,0.055136161469533734,0.070558967878455,0.03168820714172896,0.04590743485117915,0.00390752526632461,-0.052345064636286256,0.02939461132682862,0.042459135355860246,0.0498426052296277,-0.02599082203026873,0.0852770933362378,-0.134240418533343,0.15652215212003373,0.10493932700870892,-0.0571331176799042,0.16657292939831253,0.0002858341495851485,-0.056827834011875196,0.008751820503647048,0.012694577957832354,0.18184102039337482,0.14197916066134303,0.16800632303127494,0.06956077477208142,-0.2932570354875301,0.10740021552728168,0.3038289459998773,-0.16227714502859847,0.13920860575984656,-0.2896771166348707,-0.06580847375268789,0.043603924936955356,-0.2530699806846358,-0.16734639705373272,-0.054234004054998876,-0.09616070038192123,0.03367045621184478,0.07116559526057463,0.06444968767170237,-0.04935959281741169,0.04338989884058701,0.14180150404495254,-0.041132773113793514,0.03793455410489237,-0.1257959093770487,-0.1512819044463548,0.025180135580258785,0.04239971565331512,-0.011967635541512367
touchAccuracy_y_mean,-0.0974848535446239,0.06186528804425702,-0.025881915977321875,-0.09210640902517084,0.32833364831135375,0.26551429958810285,-0.11626247505092865,0.2135276111412371,-0.07505073789653235,-0.040303853739742726,-0.045449430480035004,0.011899752022039203,-0.13143092328358702,0.08202057884637907,-0.03810629803655756,0.030286276296573135,-0.052001367885071446,0.08124544867826698,0.0026903607876475836,0.004109622474093638,0.14604316833789205,-0.08530684522354345,0.13074258924668727,-0.013880474341286437,-0.05683071688360013,0.03319448158757673,0.006586458566940925,0.014321180429219864,-0.09447276667895661,0.03613699214282537,-0.03165926059185177,0.08940148137477298,-0.04245317227918349,0.06307847946236933,-0.0495216222442847,0.028199438028540493,-0.2351580549492864,-0.08656370249263264,-0.11703032939981511,0.0002645404372473622,0.039135076920099945,-0.20681409141615612,-0.05895083832536595,-0.08258519265159794,0.08410111985921506,-0.10145745696326416,0.06613861603197176,0.2879183806831192,-0.29262659359263177,0.38950268825480966,0.03924332782078824,-0.03607017366438787,0.03101363756522091,0.20530069971444478,0.08025476803153186,0.07577414194904289,0.1662820428939331,0.12087782807443007,0.14356332739202,-0.08553492777483576,-0.06108359687958083,0.09980012123491315,-0.03021126193527838,-0.00602560982917541,-0.013510295479049084
y_location.release_median,-0.15551515060231622,-0.13394921256978265,-0.14595505286257374,-0.07091978655964287,-0.12540096834699607,0.06214517205452428,0.09068808728463752,0.12722264900222852,0.06894165376121501,-0.04185802563028041,0.20903013290802988,0.1463402200582668,0.03909348302824633,-0.004946886947470552,-0.027369946766455905,0.1511142946217745,0.11218542855133286,-0.08948803939731323,-0.15566127181262557,-0.0058398533847453535,-0.09324748537911637,-0.05772470569581724,-0.07125696366994963,0.045391764261984435,-0.012387756908295616,-0.11089301439034914,0.11540086099042642,0.17394158170913654,0.12552344789131029,-0.05309807219643422,-0.27603104968334946,-0.03782194036899836,-0.0744773681036015,-0.12740279385393383,-0.019011839157674845,-0.022197127478014472,-0.287770634192882,-0.09148482049353929,-0.1755997326267011,0.10968538243341594,0.06753619937942208,0.15800806597551642,0.4548604854598158,0.17411593286591368,0.12297506133157587,0.16982294592994274,0.1610929995410949,0.09117647357941308,-0.05686007137815391,-0.11915542452112425,0.005237178574440136,0.0779788434866654,0.12658603219976367,-0.02988319103202509,-0.0068822400488308295,0.028765553310607303,-7.615032430663415e-05,0.0465342122586207,0.14372144870603426,-0.04048185289181569,0.05507381519605524,-0.01365581044509774,-0.010557853292773648,-0.04114546510943396,0.045615662331018575
difference.touch_buttonCenter_x_median,-0.09088872024353849,0.19892496270631824,0.13623730460303404,-0.04554721647469496,0.03531636085629586,0.12319585077647859,-0.020677010546213473,-0.17302809312554968,-0.11904634939384273,-0.0681036550562636,0.00917289819426504,-0.06614157092000215,0.006297796909787184,-0.07512653800634864,0.22087863281443107,0.08841008257305244,-0.13001771943227625,-0.11130052594997286,0.08939577802466052,0.048487646070526774,0.23799365140026493,0.04465376592079648,0.11832258957625466,0.04580686667465128,0.04211485749676354,-0.0667010019382694,0.15976315509568734,-0.21570514696091198,-0.05184573936659406,-0.24619763563227126,-0.1272810151455667,-0.20176167104816692,-0.24395973445714184,0.004654608716691135,0.046639808632078436,0.13894613048214186,0.13149993659613576,0.22376939013904262,-0.17549787340626244,0.022311391675295188,0.11791381908960763,0.21696273521329656,0.08578674463113183,0.044583366694328476,-0.270871667514674,0.11194421913591981,-0.05189000545016419,-0.011465815013613118,-0.1661369776461847,-0.0010239773181164036,0.00017212268045414814,0.2092216105201571,-0.04727652796127134,0.1610265152970208,-0.06529177021574598,-0.003557184790224037,-0.025937997682417547,0.008658786262516888,0.07939355234212028,0.13664984428599786,-0.04920373616404569,-0.05473158094649251,0.07586000010025361,0.06663445700853407,-0.04947543618339446
difference.touch_buttonCenter_y_median,-0.13431067771642,0.19489062287956044,0.13215454452409642,-0.042915767346623286,-0.07745992933301797,0.014754417482428214,-0.058501842538314155,-0.18262703731087673,-0.15559668371693128,0.012476066173206148,-0.09715077286724944,-0.007590874560178748,-0.06419804118265787,-0.11606339051087704,0.16163232441295908,-0.02840864040423175,0.0069241353841242755,-0.04621790366533951,-0.1363470937156424,0.04876198898691101,-0.1519481872220061,0.061807192241504015,0.07954886875675894,0.0788154087444241,-5.273084475929113e-05,0.1564855113364841,0.09160294415875798,0.13623656989926006,0.026581034536486872,0.20256134334555356,0.05281109306968834,0.20142093982567144,0.01639150151088224,0.3254449334410233,0.04812473285575588,-0.2438000960794659,-0.13620067046310186,0.017574685788481634,-0.22581614082446266,0.026130495190449146,0.10305579152388489,-0.00788489684592775,0.06755066041109048,-0.11429481332914992,-0.042192888022221695,-0.14655339924239635,0.2184679681884339,0.12029533994791292,0.12632321695522097,-0.07867343305007769,-0.048450042335755825,0.03779165384458718,-0.08504603003418254,-0.0023581478143458144,-0.08437645328902614,-0.07470075264127518,-0.30316971640937473,0.08501977138984441,-0.047625848540739306,-0.2006551293627885,-0.15390195289682007,-0.15779457286187454,0.10283465035220658,0.019837061796127244,-0.06951089602381996
touchAccuracy_median,-0.007319294384093674,-0.01561507186722358,-0.12110251026675344,-0.23417535531427344,-0.09146708631877268,-0.09602059855839337,-0.1688367951695037,-0.06260194154770916,0.1270332926247979,-0.03293559859735206,-0.09504790919951076,0.07805057682811221,-0.14018767938486326,0.17952373042771397,-0.07586805741703076,-0.0039633099192756815,-0.18744483749541485,-0.2506653204019971,-0.1460663258208478,-0.11169064978864887,-0.12319185441323777,0.06339494379926612,0.19328713651931828,0.029072921536134017,-0.20453950636323937,-0.13867659751742878,-0.04184191385380058,-0.49694907505927954,0.2872336137122634,0.10929279943600172,-0.049890597487880266,0.21899166261413167,-0.07520199252837372,0.003858952747344664,0.055353947887503224,0.08842456608751582,0.0023809741134937362,0.020612394868848805,0.14992038753676293,0.00031936126259219516,0.13165778333940148,0.11715457054995149,-0.10396827459262614,0.027331455995803253,0.05493601842455996,0.04020833461293044,0.18146657073220165,0.06324663537548303,0.04030156045232857,0.058314079957621015,0.055323010009671145,0.02346463137172626,-0.009983035168634496,-0.07311922781478244,0.0342966386122769,0.02387708770881315,0.027021514306654268,-0.049823127505175126,0.015923117933381088,-0.0017054812657229523,-0.03512453006072043,-0.0009112159332506451,-0.023472967216417014,-0.040149178769433504,-0.0009359862320508505
